Course Code,Course Name,Credits,Section Code,Section Number,CRN,Enrollment,Professor,Notes,Schedule
CHEM700B,MASTERS PROJECT,3.0,CHEM700B,144,91611,0 \/ 19,"Zhang, Lijie",See department for permission to enroll.,
CHEM700B,MASTERS PROJECT,3.0,CHEM700B,148,91612,0 \/ 19,"Mitra, Somenath",See department for permission to enroll.,
CHEM700B,MASTERS PROJECT,3.0,CHEM700B,151,91613,0 \/ 19,"Warner, Genoa",See department for permission to enroll.,
CHEM700B,MASTERS PROJECT,3.0,CHEM700B,152,91614,0 \/ 19,"Zhang, Yuanwei",See department for permission to enroll.,
CHEM700B,MASTERS PROJECT,3.0,CHEM700B,156,91615,0 \/ 19,"Farinas, Edgardo",See department for permission to enroll.,
CHEM700B,MASTERS PROJECT,3.0,CHEM700B,158,91616,0 \/ 19,"Khalizov, Alexei",See department for permission to enroll.,
CHEM700B,MASTERS PROJECT,3.0,CHEM700B,161,91617,0 \/ 19,,See department for permission to enroll.,
CHEM700B,MASTERS PROJECT,3.0,CHEM700B,843,91618,0 \/ 19,"Qiu, Zeyuan",See department for permission to enroll.,
CHEM701B,MASTERS THESIS,3.0,CHEM701B,131,91619,0 \/ 19,"Sadik, Omowunmi",See department for permission to enroll.,
CHEM701B,MASTERS THESIS,3.0,CHEM701B,132,91620,0 \/ 19,"Chen, Hao",See department for permission to enroll.,
CHEM701B,MASTERS THESIS,3.0,CHEM701B,135,91621,0 \/ 19,"Champagne, Pier Alexandre",See department for permission to enroll.,
CHEM701B,MASTERS THESIS,3.0,CHEM701B,136,91622,0 \/ 19,"Gund, Tamara",See department for permission to enroll.,
CHEM701B,MASTERS THESIS,3.0,CHEM701B,137,91623,0 \/ 19,"Eberhart, Michael",See department for permission to enroll.,
CHEM701B,MASTERS THESIS,3.0,CHEM701B,138,91624,0 \/ 19,"Alipour Shakib, Farnaz",See department for permission to enroll.,
CHEM701B,MASTERS THESIS,3.0,CHEM701B,141,91625,0 \/ 19,"Casado Zapico, Sara",See department for permission to enroll.,
CHEM701B,MASTERS THESIS,3.0,CHEM701B,142,91626,0 \/ 19,"Belfield, Kevin",See department for permission to enroll.,
CHEM701B,MASTERS THESIS,3.0,CHEM701B,143,91627,0 \/ 19,"Li, Mengyan",See department for permission to enroll.,
CHEM701B,MASTERS THESIS,3.0,CHEM701B,144,91628,0 \/ 19,"Zhang, Lijie",See department for permission to enroll.,
CHEM701B,MASTERS THESIS,3.0,CHEM701B,148,91629,0 \/ 19,"Mitra, Somenath",See department for permission to enroll.,
CHEM701B,MASTERS THESIS,3.0,CHEM701B,151,91630,0 \/ 19,"Warner, Genoa",See department for permission to enroll.,
CHEM701B,MASTERS THESIS,3.0,CHEM701B,152,91631,0 \/ 19,"Zhang, Yuanwei",See department for permission to enroll.,
CHEM701B,MASTERS THESIS,3.0,CHEM701B,156,91632,0 \/ 19,"Farinas, Edgardo",See department for permission to enroll.,
CHEM701B,MASTERS THESIS,3.0,CHEM701B,158,91633,0 \/ 19,"Khalizov, Alexei",See department for permission to enroll.,
CHEM701B,MASTERS THESIS,3.0,CHEM701B,161,91634,0 \/ 19,,See department for permission to enroll.,
CHEM701B,MASTERS THESIS,3.0,CHEM701B,843,91635,0 \/ 19,"Qiu, Zeyuan",See department for permission to enroll.,
CHEM701C,MASTERS THESIS,6.0,CHEM701C,131,91636,0 \/ 19,"Sadik, Omowunmi",See department for permission to enroll.,
CHEM701C,MASTERS THESIS,6.0,CHEM701C,132,91637,0 \/ 19,"Chen, Hao",See department for permission to enroll.,
CHEM701C,MASTERS THESIS,6.0,CHEM701C,135,91638,0 \/ 19,"Champagne, Pier Alexandre",See department for permission to enroll.,
CHEM701C,MASTERS THESIS,6.0,CHEM701C,136,91639,0 \/ 19,"Gund, Tamara",See department for permission to enroll.,
CHEM701C,MASTERS THESIS,6.0,CHEM701C,137,91640,0 \/ 19,"Eberhart, Michael",See department for permission to enroll.,
CHEM701C,MASTERS THESIS,6.0,CHEM701C,138,91641,0 \/ 19,"Alipour Shakib, Farnaz",See department for permission to enroll.,
CHEM701C,MASTERS THESIS,6.0,CHEM701C,141,91642,0 \/ 19,"Casado Zapico, Sara",See department for permission to enroll.,
CHEM701C,MASTERS THESIS,6.0,CHEM701C,142,91643,0 \/ 19,"Belfield, Kevin",See department for permission to enroll.,
CHEM701C,MASTERS THESIS,6.0,CHEM701C,143,91644,0 \/ 19,"Li, Mengyan",See department for permission to enroll.,
CHEM701C,MASTERS THESIS,6.0,CHEM701C,144,91645,0 \/ 19,"Zhang, Lijie",See department for permission to enroll.,
CHEM701C,MASTERS THESIS,6.0,CHEM701C,148,91646,0 \/ 19,"Mitra, Somenath",See department for permission to enroll.,
CHEM701C,MASTERS THESIS,6.0,CHEM701C,151,91647,0 \/ 19,"Warner, Genoa",See department for permission to enroll.,
CHEM701C,MASTERS THESIS,6.0,CHEM701C,152,91648,0 \/ 19,"Zhang, Yuanwei",See department for permission to enroll.,
CHEM701C,MASTERS THESIS,6.0,CHEM701C,156,91649,0 \/ 19,"Farinas, Edgardo",See department for permission to enroll.,
CHEM701C,MASTERS THESIS,6.0,CHEM701C,158,91650,0 \/ 19,"Khalizov, Alexei",See department for permission to enroll.,
CHEM701C,MASTERS THESIS,6.0,CHEM701C,161,91651,0 \/ 19,,See department for permission to enroll.,
CHEM701C,MASTERS THESIS,6.0,CHEM701C,843,91652,0 \/ 19,"Qiu, Zeyuan",See department for permission to enroll.,
CHEM702,SPECIAL TOPICS,3.0,CHEM702,101,91653,10 \/ 25,"Pacheco, Carlos",,Mon 18:00-20:50 at FMH 307
CHEM714,PHARMACEUTICAL ANALYSIS,3.0,CHEM714,101,91654,19 \/ 43,"DePaolo, Patrick",Converged Learning Course<br\/>https:\/\/www.njit.edu\/registrar\/instructionaldelivery,Wed 18:00-20:50 at TIER LECT 1
CHEM725,INDEPENDENT STUDY I,3.0,CHEM725,131,91655,0 \/ 19,"Sadik, Omowunmi",See department for permission to enroll.,
CHEM725,INDEPENDENT STUDY I,3.0,CHEM725,132,91656,1 \/ 19,"Chen, Hao",See department for permission to enroll.,
CHEM725,INDEPENDENT STUDY I,3.0,CHEM725,135,91657,0 \/ 19,"Champagne, Pier Alexandre",See department for permission to enroll.,
CHEM725,INDEPENDENT STUDY I,3.0,CHEM725,136,91658,0 \/ 19,"Gund, Tamara",See department for permission to enroll.,
CHEM725,INDEPENDENT STUDY I,3.0,CHEM725,137,91659,0 \/ 19,"Eberhart, Michael",See department for permission to enroll.,
CHEM725,INDEPENDENT STUDY I,3.0,CHEM725,138,91660,0 \/ 19,"Alipour Shakib, Farnaz",See department for permission to enroll.,
CHEM725,INDEPENDENT STUDY I,3.0,CHEM725,141,91661,0 \/ 19,"Casado Zapico, Sara",See department for permission to enroll.,
CHEM725,INDEPENDENT STUDY I,3.0,CHEM725,142,91662,1 \/ 19,"Belfield, Kevin",See department for permission to enroll.,
CHEM725,INDEPENDENT STUDY I,3.0,CHEM725,143,91663,0 \/ 19,"Li, Mengyan",See department for permission to enroll.,
CHEM725,INDEPENDENT STUDY I,3.0,CHEM725,144,91664,0 \/ 19,"Zhang, Lijie",See department for permission to enroll.,
CHEM725,INDEPENDENT STUDY I,3.0,CHEM725,148,91665,0 \/ 19,"Mitra, Somenath",See department for permission to enroll.,
CHEM725,INDEPENDENT STUDY I,3.0,CHEM725,151,91666,1 \/ 19,"Warner, Genoa",See department for permission to enroll.,
CHEM725,INDEPENDENT STUDY I,3.0,CHEM725,152,91667,0 \/ 19,"Zhang, Yuanwei",See department for permission to enroll.,
CHEM725,INDEPENDENT STUDY I,3.0,CHEM725,156,91668,0 \/ 19,"Farinas, Edgardo",See department for permission to enroll.,
CHEM725,INDEPENDENT STUDY I,3.0,CHEM725,158,91669,0 \/ 19,"Khalizov, Alexei",See department for permission to enroll.,
CHEM725,INDEPENDENT STUDY I,3.0,CHEM725,161,91670,0 \/ 19,,See department for permission to enroll.,
CHEM725,INDEPENDENT STUDY I,3.0,CHEM725,214,96392,1 \/ 19,"Gor, Gennady",See department for permission to enroll.,
CHEM725,INDEPENDENT STUDY I,3.0,CHEM725,843,91671,0 \/ 19,"Qiu, Zeyuan",See department for permission to enroll.,
CHEM725,INDEPENDENT STUDY I,3.0,CHEM725,894,96466,0 \/ 19,,See department for permission to enroll.,
CHEM726,INDEPENDENT STUDY II,3.0,CHEM726,131,91672,0 \/ 19,"Sadik, Omowunmi",See department for permission to enroll.,
CHEM726,INDEPENDENT STUDY II,3.0,CHEM726,132,91673,0 \/ 19,"Chen, Hao",See department for permission to enroll.,
CHEM726,INDEPENDENT STUDY II,3.0,CHEM726,135,91674,0 \/ 19,"Champagne, Pier Alexandre",See department for permission to enroll.,
CHEM726,INDEPENDENT STUDY II,3.0,CHEM726,136,91675,0 \/ 19,"Gund, Tamara",See department for permission to enroll.,
CHEM726,INDEPENDENT STUDY II,3.0,CHEM726,137,91676,0 \/ 19,"Eberhart, Michael",See department for permission to enroll.,
CHEM726,INDEPENDENT STUDY II,3.0,CHEM726,138,91677,0 \/ 19,"Alipour Shakib, Farnaz",See department for permission to enroll.,
CHEM726,INDEPENDENT STUDY II,3.0,CHEM726,141,91678,0 \/ 19,"Casado Zapico, Sara",See department for permission to enroll.,
CHEM726,INDEPENDENT STUDY II,3.0,CHEM726,142,91679,0 \/ 19,"Belfield, Kevin",See department for permission to enroll.,
CHEM726,INDEPENDENT STUDY II,3.0,CHEM726,143,91680,0 \/ 19,"Li, Mengyan",See department for permission to enroll.,
CHEM726,INDEPENDENT STUDY II,3.0,CHEM726,144,91681,0 \/ 19,"Zhang, Lijie",See department for permission to enroll.,
CHEM726,INDEPENDENT STUDY II,3.0,CHEM726,148,91682,0 \/ 19,"Mitra, Somenath",See department for permission to enroll.,
CHEM726,INDEPENDENT STUDY II,3.0,CHEM726,151,91683,0 \/ 19,"Warner, Genoa",See department for permission to enroll.,
CHEM726,INDEPENDENT STUDY II,3.0,CHEM726,152,91684,1 \/ 19,"Zhang, Yuanwei",See department for permission to enroll.,
CHEM726,INDEPENDENT STUDY II,3.0,CHEM726,156,91685,1 \/ 19,"Farinas, Edgardo",See department for permission to enroll.,
CHEM726,INDEPENDENT STUDY II,3.0,CHEM726,158,91686,0 \/ 19,"Khalizov, Alexei",See department for permission to enroll.,
CHEM726,INDEPENDENT STUDY II,3.0,CHEM726,161,91687,0 \/ 19,,See department for permission to enroll.,
CHEM726,INDEPENDENT STUDY II,3.0,CHEM726,843,91688,0 \/ 19,"Qiu, Zeyuan",See department for permission to enroll.,
CHEM748,NANOMATERIALS,3.0,CHEM748,101,96517,0 \/ 20,"Iqbal, Zafar",,Tue 18:00-20:50 at FMH 411
CHEM790A,DOCTORAL DISSERTATION,1.0,CHEM790A,131,91689,0 \/ 19,"Sadik, Omowunmi",See department for permission to enroll.,
CHEM790A,DOCTORAL DISSERTATION,1.0,CHEM790A,132,91690,5 \/ 19,"Chen, Hao",See department for permission to enroll.,
CHEM790A,DOCTORAL DISSERTATION,1.0,CHEM790A,135,91691,1 \/ 19,"Champagne, Pier Alexandre",See department for permission to enroll.,
CHEM790A,DOCTORAL DISSERTATION,1.0,CHEM790A,136,91692,0 \/ 19,"Gund, Tamara",See department for permission to enroll.,
CHEM790A,DOCTORAL DISSERTATION,1.0,CHEM790A,137,91693,0 \/ 19,"Eberhart, Michael",See department for permission to enroll.,
CHEM790A,DOCTORAL DISSERTATION,1.0,CHEM790A,138,91694,1 \/ 19,"Alipour Shakib, Farnaz",See department for permission to enroll.,
CHEM790A,DOCTORAL DISSERTATION,1.0,CHEM790A,141,91695,0 \/ 19,"Casado Zapico, Sara",See department for permission to enroll.,
CHEM790A,DOCTORAL DISSERTATION,1.0,CHEM790A,142,91696,0 \/ 19,"Belfield, Kevin",See department for permission to enroll.,
CHEM790A,DOCTORAL DISSERTATION,1.0,CHEM790A,143,91697,0 \/ 19,"Li, Mengyan",See department for permission to enroll.,
CHEM790A,DOCTORAL DISSERTATION,1.0,CHEM790A,144,91698,0 \/ 19,"Zhang, Lijie",See department for permission to enroll.,
CHEM790A,DOCTORAL DISSERTATION,1.0,CHEM790A,148,91699,0 \/ 19,"Mitra, Somenath",See department for permission to enroll.,
CHEM790A,DOCTORAL DISSERTATION,1.0,CHEM790A,151,91700,0 \/ 19,"Warner, Genoa",See department for permission to enroll.,
CHEM790A,DOCTORAL DISSERTATION,1.0,CHEM790A,152,91701,0 \/ 19,"Zhang, Yuanwei",See department for permission to enroll.,
CHEM790A,DOCTORAL DISSERTATION,1.0,CHEM790A,156,91702,1 \/ 19,"Farinas, Edgardo",See department for permission to enroll.,
CHEM790A,DOCTORAL DISSERTATION,1.0,CHEM790A,158,91703,0 \/ 19,"Khalizov, Alexei",See department for permission to enroll.,
CHEM790A,DOCTORAL DISSERTATION,1.0,CHEM790A,161,91704,0 \/ 19,,See department for permission to enroll.,
CHEM790A,DOCTORAL DISSERTATION,1.0,CHEM790A,843,91705,0 \/ 19,"Qiu, Zeyuan",See department for permission to enroll.,
CHEM791,GRADUATE SEMINAR,0.0,CHEM791,001,91738,28 \/ 60,,,Wed 13:00-14:20 at TIER LECT 1
CHEM792B,PRE-DOCTORAL RESEARCH,3.0,CHEM792B,131,91739,3 \/ 19,"Sadik, Omowunmi",See department for permission to enroll.,
CHEM792B,PRE-DOCTORAL RESEARCH,3.0,CHEM792B,132,91740,3 \/ 19,"Chen, Hao",See department for permission to enroll.,
CHEM792B,PRE-DOCTORAL RESEARCH,3.0,CHEM792B,135,91741,3 \/ 19,"Champagne, Pier Alexandre",See department for permission to enroll.,
CHEM792B,PRE-DOCTORAL RESEARCH,3.0,CHEM792B,136,91742,0 \/ 19,"Gund, Tamara",See department for permission to enroll.,
CHEM792B,PRE-DOCTORAL RESEARCH,3.0,CHEM792B,137,91743,2 \/ 19,"Eberhart, Michael",See department for permission to enroll.,
CHEM792B,PRE-DOCTORAL RESEARCH,3.0,CHEM792B,138,91744,1 \/ 19,"Alipour Shakib, Farnaz",See department for permission to enroll.,
CHEM792B,PRE-DOCTORAL RESEARCH,3.0,CHEM792B,141,91745,1 \/ 19,"Casado Zapico, Sara",See department for permission to enroll.,
CHEM792B,PRE-DOCTORAL RESEARCH,3.0,CHEM792B,142,91746,0 \/ 19,"Belfield, Kevin",See department for permission to enroll.,
CHEM792B,PRE-DOCTORAL RESEARCH,3.0,CHEM792B,143,91747,1 \/ 19,"Li, Mengyan",See department for permission to enroll.,
CHEM792B,PRE-DOCTORAL RESEARCH,3.0,CHEM792B,144,91748,1 \/ 19,"Zhang, Lijie",See department for permission to enroll.,
CHEM792B,PRE-DOCTORAL RESEARCH,3.0,CHEM792B,148,91749,2 \/ 19,"Mitra, Somenath",See department for permission to enroll.,
CHEM792B,PRE-DOCTORAL RESEARCH,3.0,CHEM792B,151,91750,1 \/ 19,"Warner, Genoa",See department for permission to enroll.,
CHEM792B,PRE-DOCTORAL RESEARCH,3.0,CHEM792B,152,91751,0 \/ 19,"Zhang, Yuanwei",See department for permission to enroll.,
CHEM792B,PRE-DOCTORAL RESEARCH,3.0,CHEM792B,156,91752,0 \/ 19,"Farinas, Edgardo",See department for permission to enroll.,
CHEM792B,PRE-DOCTORAL RESEARCH,3.0,CHEM792B,158,91753,0 \/ 19,"Khalizov, Alexei",See department for permission to enroll.,
CHEM792B,PRE-DOCTORAL RESEARCH,3.0,CHEM792B,161,91754,1 \/ 19,"Del Castillo, Trevor",See department for permission to enroll.,
CHEM792B,PRE-DOCTORAL RESEARCH,3.0,CHEM792B,843,91755,0 \/ 19,"Qiu, Zeyuan",See department for permission to enroll.,
CIM101,INTRO TO THE CONCRETE INDUSTRY,3.0,CIM101,101,96096,6 \/ 25,"Girgis, Sherif",,Mon 18:00-19:55 at FMH 310; Mon 20:05-22:05 at GITC 2315C
CIM205,CONCRETE PROPERTIES & TESTING,3.0,CIM205,101,96097,18 \/ 24,"Valoura, Melissa",,Fri 20:05-22:05 at COLT 121; Fri 18:00-19:55 at CKB 222
CIM210,CONCRETE APPLICATIONS I,3.0,CIM210,001,96165,10 \/ 25,"Valoura, Melissa",,Mon 08:30-10:35 at MALL PC39; Wed 08:30-10:35 at MALL PC39
CIM215,CONCRETE APPLICATIONS II,3.0,CIM215,101,96168,9 \/ 20,,,Wed 18:00-19:55 at FMH 411; Wed 20:05-22:05 at FENS 156
CIM315,CONCRETE CONSTRUCTION METHODS,3.0,CIM315,101,96194,7 \/ 25,"Arocha, Ricardo",,Fri 20:05-22:05 at GITC 2315C; Fri 18:00-19:55 at CKB 114
CIM410,SENIOR PROJECT IN CIM,3.0,CIM410,101,96215,0 \/ 0,"Mahgoub, Mohamed",See department for permission to enroll,Thu 18:00-22:05 at CKB 320
CIM491,SPECIAL PROJECT IN CIM,1.0,CIM491,344,96296,0 \/ 19,"Mahgoub, Mohamed",See department for permission to enroll.,
CIM492,SPECIAL PROJECT IN CIM,2.0,CIM492,344,96297,0 \/ 19,"Mahgoub, Mohamed",See department for permission to enroll.,
CIM493,INDEPENDENT STUDY,3.0,CIM493,344,96298,1 \/ 19,"Mahgoub, Mohamed",See department for permission to enroll.,
CIM497,COOP WORK EXPERIENCE I,3.0,CIM497,344,96299,1 \/ 19,"Mahgoub, Mohamed",See department for permission to enroll.,
CMT332,STRUCTURAL SYST CONSTRUC,3.0,CMT332,101,91767,9 \/ 30,"Washington, David",,Wed 18:00-20:50 at FMH 108
COM201,INTRO TO COM MEDIA,3.0,COM201,001,91768,10 \/ 10,"Snyder, Eugene",,Mon 08:30-09:50 at CKB 310; Wed 08:30-09:50 at CKB 310
COM201,INTRO TO COM MEDIA,3.0,COM201,FP,95668,0 \/ 0,,,
COM225,COMMUNICATION SPECIAL TOPICS,3.0,COM225,001,96514,4 \/ 15,,,Wed 13:00-14:20 at DHRH 212; Fri 13:00-14:20 at DHRH 212
COM225,COMMUNICATION SPECIAL TOPICS,3.0,COM225,003,96511,3 \/ 15,,,Mon 10:00-11:20 at CKB 341; Wed 10:00-11:20 at CKB 341
COM303,VIDEO NARATIVE,3.0,COM303,001,91769,21 \/ 21,"Klobucar, Philip",,Tue 13:00-14:20 at MALL PC37; Thu 13:00-14:20 at MALL PC37
COM310,INTERPERSONAL COMMUNICATION,3.0,COM310,001,91770,22 \/ 22,"Sun, Yao",,Mon 11:30-12:50 at FMH 309; Thu 11:30-12:50 at FMH 309
COM312,ORAL PRESENTATION,3.0,COM312,001,91771,21 \/ 21,"Kramer, William",,Tue 11:30-12:50 at FMH 305; Thu 11:30-12:50 at FMH 305
COM312,ORAL PRESENTATION,3.0,COM312,003,91772,21 \/ 21,"Kramer, William",,Tue 14:30-15:50 at FMH 405; Thu 14:30-15:50 at FMH 405
COM312,ORAL PRESENTATION,3.0,COM312,005,91773,21 \/ 21,"Esche, John",,Mon 13:00-14:20 at FMH 405; Wed 13:00-14:20 at FMH 405
COM312,ORAL PRESENTATION,3.0,COM312,007,91774,21 \/ 21,"Kornfeld, Louis",,Tue 13:00-14:20 at FMH 305; Thu 13:00-14:20 at FMH 305
COM312,ORAL PRESENTATION,3.0,COM312,009,91775,21 \/ 21,"Teicher, Julie",,Wed 08:30-09:50 at FMH 305; Fri 08:30-09:50 at FMH 305
COM312,ORAL PRESENTATION,3.0,COM312,011,91776,21 \/ 21,"Esche, John",,Mon 11:30-12:50 at FMH 405; Wed 11:30-12:50 at FMH 405
COM312,ORAL PRESENTATION,3.0,COM312,013,91777,21 \/ 21,"Esche, John",,Mon 16:00-17:20 at FMH 314; Thu 16:00-17:20 at FMH 314
COM312,ORAL PRESENTATION,3.0,COM312,015,91778,21 \/ 21,"Teicher, Julie",,Wed 10:00-11:20 at FMH 313; Fri 10:00-11:20 at FMH 313
COM312,ORAL PRESENTATION,3.0,COM312,017,91779,21 \/ 21,"Lipuma, James",,Tue 10:00-11:20 at CKB 114; Thu 10:00-11:20 at CKB 114
COM312,ORAL PRESENTATION,3.0,COM312,019,91780,20 \/ 21,"Teicher, Julie",,Wed 13:00-14:20 at FMH 305; Fri 13:00-14:20 at FMH 305
COM312,ORAL PRESENTATION,3.0,COM312,021,91781,21 \/ 21,"Lipuma, James",,Tue 16:00-17:20 at CKB 114; Thu 16:00-17:20 at CKB 114
COM312,ORAL PRESENTATION,3.0,COM312,023,91782,21 \/ 21,"Castronova, Louise",,Tue 11:30-12:50 at FMH 307; Thu 11:30-12:50 at FMH 307
COM312,ORAL PRESENTATION,3.0,COM312,025,91783,21 \/ 21,"Stanik, Laura",,Tue 14:30-15:50 at FMH 321; Thu 14:30-15:50 at FMH 321
COM312,ORAL PRESENTATION,3.0,COM312,027,91784,21 \/ 21,"Kellett, Zackary",,Tue 16:00-17:20 at FMH 305; Thu 16:00-17:20 at FMH 305
COM312,ORAL PRESENTATION,3.0,COM312,101,91785,21 \/ 21,"Edmondson, Michael",,Tue 18:00-20:50 at FMH 314
COM312,ORAL PRESENTATION,3.0,COM312,103,91786,21 \/ 21,"Castronova, Louise",,Wed 18:00-20:50 at GITC 2315A
COM312,ORAL PRESENTATION,3.0,COM312,105,91787,21 \/ 21,"Raufova, Nigora",,Thu 18:00-20:50 at FMH 205
COM312,ORAL PRESENTATION,3.0,COM312,107,91788,21 \/ 21,"Raufova, Nigora",,Mon 18:00-20:50 at FMH 321
COM312,ORAL PRESENTATION,3.0,COM312,FP,96551,0 \/ 0,,,
COM312,ORAL PRESENTATION,3.0,COM312,FPH,95669,0 \/ 0,,Honors Course,
COM312,ORAL PRESENTATION,3.0,COM312,H01,91789,19 \/ 19,"Gorelick, Risa",Honors Course,Wed 10:00-11:20 at CULM 110; Fri 10:00-11:20 at CULM 110
COM312,ORAL PRESENTATION,3.0,COM312,H03,91790,11 \/ 19,"Gorelick, Risa",Honors Course,Wed 13:00-14:20 at FMH 310; Fri 13:00-14:20 at FMH 310
COM313,TECHNICAL WRITING,3.0,COM313,001,91791,21 \/ 21,"Scharf, Davida",,Mon 14:30-15:50 at FMH 407; Thu 14:30-15:50 at FMH 407
COM313,TECHNICAL WRITING,3.0,COM313,003,91792,21 \/ 21,"Hall, Kevin",,Tue 16:00-17:20 at CKB 314; Thu 16:00-17:20 at CKB 314
COM313,TECHNICAL WRITING,3.0,COM313,005,91793,21 \/ 21,"Hall, Kevin",,Tue 14:30-15:50 at FMH 309; Thu 14:30-15:50 at FMH 309
COM313,TECHNICAL WRITING,3.0,COM313,007,91794,21 \/ 21,"Hall, Kevin",,Tue 11:30-12:50 at FMH 108; Thu 11:30-12:50 at FMH 108
COM313,TECHNICAL WRITING,3.0,COM313,009,91795,21 \/ 21,"Apatoff, Benjamin",,Tue 10:00-11:20 at CKB 313; Fri 10:00-11:20 at CKB 313
COM313,TECHNICAL WRITING,3.0,COM313,011,91796,21 \/ 21,"Apatoff, Benjamin",,Tue 13:00-14:20 at FMH 313; Fri 13:00-14:20 at FMH 313
COM313,TECHNICAL WRITING,3.0,COM313,013,91797,21 \/ 21,"Apatoff, Benjamin",,Tue 14:30-15:50 at CKB 106; Fri 14:30-15:50 at CKB 106
COM313,TECHNICAL WRITING,3.0,COM313,015,91798,21 \/ 21,"Egan, John",,Mon 10:00-11:20 at FMH 309; Wed 10:00-11:20 at FMH 309
COM313,TECHNICAL WRITING,3.0,COM313,017,91799,21 \/ 21,"Crespo Solis, Andres",,Tue 16:00-17:20 at CKB 212; Thu 16:00-17:20 at CKB 212
COM313,TECHNICAL WRITING,3.0,COM313,019,91800,21 \/ 21,"Egan, John",,Mon 13:00-14:20 at CKB 114; Wed 13:00-14:20 at CKB 114
COM313,TECHNICAL WRITING,3.0,COM313,021,91801,20 \/ 21,"Egan, John",,Tue 10:00-11:20 at FMH 405; Thu 10:00-11:20 at FMH 405
COM313,TECHNICAL WRITING,3.0,COM313,107,91805,24 \/ 24,"Crespo Solis, Andres",,Tue 18:00-20:50 at CKB 206
COM313,TECHNICAL WRITING,3.0,COM313,451,91807,24 \/ 24,"Wilson, Gabriella",Online Course,
COM313,TECHNICAL WRITING,3.0,COM313,453,91808,24 \/ 24,"Wilson, Gabriella",Online Course,
COM313,TECHNICAL WRITING,3.0,COM313,455,91809,24 \/ 24,"Crespo Solis, Andres",Online Course,
COM313,TECHNICAL WRITING,3.0,COM313,457,91810,24 \/ 24,"Crespo Solis, Andres",Online Course,
COM313,TECHNICAL WRITING,3.0,COM313,459,96443,24 \/ 24,"Wilson, Gabriella",Online Course,
COM313,TECHNICAL WRITING,3.0,COM313,461,96445,25 \/ 25,"Slovis, Jake",Online Course,
COM313,TECHNICAL WRITING,3.0,COM313,FP,96554,0 \/ 0,,,
COM313,TECHNICAL WRITING,3.0,COM313,H01,91811,17 \/ 19,"Laudenbach, Michael",Honors Course,Tue 14:30-15:50 at FMH 305; Thu 14:30-15:50 at FMH 305
COM325,ST:,3.0,COM325,001,91812,23 \/ 23,"Sun, Yao",,Mon 08:30-09:50 at CKB 215; Thu 08:30-09:50 at CKB 215
COM325,ST:,3.0,COM325,003,96527,7 \/ 25,"Rutkoff, Rebekah",,Mon 10:00-11:20 at CKB 215; Wed 10:00-11:20 at CKB 215
COM325,ST:,3.0,COM325,FP,96594,0 \/ 0,,,
COM337,PHOTOJOURNALISM,3.0,COM337,001,91813,23 \/ 23,"Johnson, Carol",,Tue 14:30-15:50 at FMH 319; Thu 14:30-15:50 at FMH 319
COM339,PRACTICAL JOURNALISM,3.0,COM339,001,91814,21 \/ 23,"Ascarelli, Miriam",,Wed 10:00-11:20 at FMH 403; Fri 10:00-11:20 at FMH 403
COM341,DOCUMENTARY FILM AND MEDIA,3.0,COM341,001,91815,30 \/ 30,"Rutkoff, Rebekah",,Mon 13:00-14:20 at FMH 108; Wed 13:00-14:20 at FMH 108
COM353,APPLIED VISUAL COMMUNICATION,3.0,COM353,101,91817,23 \/ 23,"Carlson, Thomas",,Wed 18:00-20:50 at MALL PC37
COM355,DIGITAL MEDIA FUTURES,3.0,COM355,001,91818,22 \/ 23,"Klobucar, Philip",,Tue 16:00-17:20 at CKB 313; Thu 16:00-17:20 at CKB 313
COM381,ELECTRONIC MUSIC IN PRACTICE,3.0,COM381,001,96018,15 \/ 15,"Rothenberg, David",,Tue 14:30-15:50 at CULM 311; Thu 14:30-15:50 at CULM 311
COM490,CO-OP WORK EXPERIENCE I,3.0,COM490,650,91819,1 \/ 19,"Klobucar, Philip",Permission of instructor required<br\/>See department for permission to enroll.,
COM491,CO-OP WORK EXPERIENCE II,3.0,COM491,650,91820,0 \/ 19,"Klobucar, Philip",Permission of instructor required<br\/>See department for permission to enroll.,
COM496,SENIOR PROJECT - COMM & MEDIA,3.0,COM496,650,95799,1 \/ 19,"Klobucar, Philip",See department for permission to enroll.,
CS100,ROADMAP TO COMPUTING,3.0,CS100,001,91832,45 \/ 45,"Spirollari, Junilda",This course has common exams.<br\/>See https:\/\/www5.njit.edu\/registrar\/exams\/ for details.<br\/>Students must bring their own device for this section.,Mon 13:00-14:20 at CKB 217; Thu 13:00-14:20 at CKB 217
CS100,ROADMAP TO COMPUTING,3.0,CS100,003,91833,35 \/ 45,"Kaur, Ravneet",This course has common exams.<br\/>See https:\/\/www5.njit.edu\/registrar\/exams\/ for details.<br\/>Students must bring their own device for this section.,Tue 14:30-15:50 at CKB 204; Fri 14:30-15:50 at CKB 204
CS100,ROADMAP TO COMPUTING,3.0,CS100,005,91834,31 \/ 45,"Qerimaj, Jertishta",This course has common exams.<br\/>See https:\/\/www5.njit.edu\/registrar\/exams\/ for details.<br\/>Students must bring their own device for this section.,Tue 10:00-11:20 at CKB 204; Thu 10:00-11:20 at CKB 204
